"TIME","GEO","S_ADJ","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2015M06","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.1",""
"2015M06","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.4",""
"2015M06","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","24.9",""
"2015M06","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","22.3",""
"2015M06","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.5",""
"2015M06","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.2",""
"2015M06","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.3",""
"2015M06","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","15.1",""
"2015M06","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.1",""
"2015M06","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.3",""
"2015M06","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.5",""
"2015M06","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.8",""
"2015M06","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.4",""
"2015M06","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.9",""
"2015M06","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.7",""
"2015M06","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.4",""
"2015M06","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.3",""
"2015M06","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.7",""
"2015M06","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.5",""
"2015M06","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.4",""
"2015M06","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.3",""
"2015M06","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.5",""
"2015M06","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
"2015M06","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.0",""
"2015M06","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.4",""
"2015M06","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.3",""
"2015M06","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.3",""
"2015M06","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.4",""
"2015M07","European Union (28 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.3",""
"2015M07","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.1",""
"2015M07","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.1",""
"2015M07","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.0",""
"2015M07","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.2",""
"2015M07","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.6",""
"2015M07","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
"2015M07","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.2",""
"2015M07","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","24.9",""
"2015M07","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","21.9",""
"2015M07","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.5",""
"2015M07","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.0",""
"2015M07","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.7",""
"2015M07","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","15.4",""
"2015M07","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.1",""
"2015M07","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.0",""
"2015M07","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.6",""
"2015M07","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.7",""
"2015M07","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.2",""
"2015M07","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.8",""
"2015M07","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.6",""
"2015M07","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.4",""
"2015M07","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.3",""
"2015M07","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.8",""
"2015M07","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.3",""
"2015M07","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.4",""
"2015M07","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.4",""
"2015M07","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.2",""
"2015M07","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.4",""
"2015M07","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.0",""
"2015M07","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.3",""
"2015M07","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.2",""
"2015M07","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.2",""
"2015M07","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.4",""
"2015M08","European Union (28 countries)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.2",""
"2015M08","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.0",""
"2015M08","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.8",""
